idd,classid,level,line,eline,priority,kind1,kind2,manalimit,manamin,カード名,content,evolve,bold1,bold2,bold3,bold4,文字カウント,進化文字,f1,f2,マイナスライン,マイナスE,手加えました
130,2,2,0,2,,攻撃時,か,11,0,銀嶺の秘剣士,,攻撃時 フォロワーへ攻撃したなら、ダメージを与え合う前にそのフォロワーを破壊する。,攻撃時,,,,0,41,,,,,
131,2,2,1,1,,進化するたび,か,11,0,勇敢なる旗手,他のフォロワーが進化するたび、ナイト1体を出す。,他のフォロワーが進化するたび、ナイト1体を出す。,,,,,24,24,,,,,
132,2,2,2,2,,進化するたび,か,11,0,不屈の司令官,自分のターン中、自分の他のフォロワーが進化したとき、そのフォロワーを+0/+2する。,自分のターン中、自分の他のフォロワーが進化したとき、そのフォロワーを+0/+2する。,,,,,42,42,,,,,
133,2,2,0,2,,進化時,か,11,0,赤ずきん・メイジー,,進化時 自分の場にニュートラル・フォロワーがいるなら、相手のフォロワー1体を破壊する。,進化時,,,,0,43,,,,,
134,2,2,0,2,,進化時,か,11,0,ルミナスナイト,,進化時 ターン終了まで、自分の他のフォロワーすべてを+1/+0する。,進化時,,,,0,34,,,,,
135,2,2,0,1,,進化時,か,11,0,必中の狙撃士・ワルツ,,進化時 体力3以下の相手のフォロワー1体を破壊する。,進化時,,,,0,26,,,,,
136,2,2,0,1,,進化時,か,11,0,宝杖の司令官,,進化時 自分の兵士・フォロワー1体を+2/+2する。,進化時,,,,0,26,,,,,
137,2,2,0,2,,進化時,か,11,0,ハーゲルベルグの雷槌・トロイア,,進化時 相手のフォロワー1体に「自分の手札の指揮官・カードの枚数」と同じダメージ。,進化時,,,,0,41,,,,,
138,2,2,0,3,,進化時,か,11,0,小さな聖騎士・シャルロッテ,,進化時 相手のターン終了まで、自分のフォロワーすべては「フォロワー、スペル、アミュレット、リーダーの能力によって受けるダメージは0になる。」を持つ。,進化時,,,,0,74,,,,,
139,2,2,0,1,,進化時,か,11,0,剣豪,,進化時 攻撃力5以上の相手のフォロワー1体を破壊する。,進化時,,,,0,27,,,,,
140,2,2,0,2,,進化時,か,11,0,蒼穹の提督・モニカ,,進化時 相手のフォロワー1体に、「自分の場のフォロワーの数」と同じダメージ。,進化時,,,,0,38,,,,,
141,2,2,1,1,,選択できない,か,11,0,栄光のフロントガードジェネラル,相手の能力で選択できない。,相手の能力で選択できない。,,,,,13,13,,,,,
142,2,2,2,2,,破壊されない,か,11,0,悪魔伯爵・ダリオ,このフォロワーは、カードの能力によって破壊されない。（攻撃によるダメージや、能力によるダメージでは破壊される）,このフォロワーは、カードの能力によって破壊されない。（攻撃によるダメージや、能力によるダメージでは破壊される）,,,,,55,55,,,,,
143,2,3,1,1,,2回攻撃,か,11,0,お爺さんとお婆さん,このフォロワーは、1ターンに2回攻撃できる。,このフォロワーは、1ターンに2回攻撃できる。,,,,,22,22,,,,,
144,2,3,1,0,2,エンハンス,か,5,0,老いたる先導者,エンハンス 7； ヘヴィーナイト3体を出す。,,エンハンス,ヘヴィーナイト,,,22,0,,,,,
145,2,3,3,0,,ファンファーレ,か,11,0,簒奪の絶傑・オクトリス,ファンファーレ ラストワード 能力を持つ相手のフォロワー1体は、ラストワード 能力すべてを失う。このフォロワーは、失わせたラストワード 能力すべてを持つ。,,ファンファーレ,ラストワード,,,77,0,,,,,
146,2,3,2,0,,ファンファーレ,か,11,0,スウィフトペネトレーター,ファンファーレ 自分の場に進化後フォロワーがいるなら、+1/+0して、潜伏 を持つ。,,ファンファーレ,潜伏,,,42,0,,,,,
147,2,3,2,0,,ファンファーレ,か,11,0,わがままプリンセス,ファンファーレ コスト1のフォロワーをランダムに1枚、自分のデッキから場に出す。,,ファンファーレ,,,,40,0,,,,,
148,2,3,2,0,,ファンファーレ,か,11,0,兎耳の従者,ファンファーレ 「自分の場のニュートラル・カードの枚数」と同じだけカードを引く。,,ファンファーレ,,,,40,0,,,,,
149,2,3,2,0,,ファンファーレ,か,11,0,スニッピーガーデナー,ファンファーレ 自分の場に指揮官・カードがあるなら、+1/+1する。,,ファンファーレ,,,,34,0,,,,,
150,2,3,3,0,,ファンファーレ,か,11,0,白翼の戦神・アイテール,ファンファーレ 「自分のPP最大値に+1した値」以下でコスト最大のロイヤル・フォロワーをランダムに1枚、自分のデッキから手札に加える。,,ファンファーレ,,,,67,0,,,,,
151,2,3,2,0,,ファンファーレ,疾走,11,0,ケンタウロスヴァンガード,ファンファーレ 自分の場に指揮官・カードがあるなら、疾走 を持つ。,,ファンファーレ,疾走,,,33,0,●,,0,,
152,2,3,2,0,,ファンファーレ,必殺,11,0,静かなるメイド・ノーニャ,ファンファーレ 自分の場に指揮官・カードがあるなら、必殺 を持つ。,,ファンファーレ,必殺,,,33,0,●,,0,,
153,2,3,2,2,,リーダー回復,か,11,0,先陣の騎兵,自分の場に兵士・フォロワーが出るたび、自分のリーダーを1回復。,自分の場に兵士・フォロワーが出るたび、自分のリーダーを1回復。,,,,,31,31,●,●,0,0,
154,2,3,1,1,,交戦時,か,11,0,フレイルナイト,交戦時 交戦する相手のフォロワーに1ダメージ。,交戦時 交戦する相手のフォロワーに1ダメージ。,交戦時,,,,23,23,,,,,
155,2,3,2,2,,交戦時,必殺,11,0,若き鬼狩人・モモ,交戦時 交戦する相手のフォロワーの攻撃力が5以上なら、このフォロワーはターン終了まで必殺 を持つ。,交戦時 交戦する相手のフォロワーの攻撃力が5以上なら、このフォロワーはターン終了まで必殺 を持つ。,交戦時,必殺,,,49,49,,,,,
156,2,3,2,2,,攻撃時,か,11,0,簒奪の狂信者,攻撃時 黄金の小剣、黄金の杯、黄金の靴、黄金の首飾りの中から、ランダムに1枚を手札に加える。,攻撃時 黄金の小剣、黄金の杯、黄金の靴、黄金の首飾りの中から、ランダムに1枚を手札に加える。,攻撃時,,,,46,46,,,,,
157,2,3,2,2,,場に出るたび,か,11,0,静かなる炎将・マーズ,自分の他のロイヤル・フォロワーが場に出るたび、それは+0/+1されて、「交戦時 +1/+0する」を持つ。,自分の他のロイヤル・フォロワーが場に出るたび、それは+0/+1されて、「交戦時 +1/+0する」を持つ。,交戦時,,,,52,52,,,,,
158,2,3,2,0,,進化する,か,11,0,バー,自分のターン中、自分の場に兵士・フォロワーが出たとき、進化する。,,,,,,32,0,●,,0,,
159,2,3,0,2,,進化時,か,11,0,ホワイトパラディン,,進化時 シールドガーディアンを「相手の場のフォロワーの数」と同じだけ出す。,進化時,シールドガーディアン,,,0,37,,,,,
160,2,4,2,0,,コストを-,か,11,0,プリンセス・ジュリエット,自分が元のコストXの指揮官・カードをプレイしたとき、このカードのコストがXなら、このカードのコストを-2する。,,,,,,55,0,,,,,
161,2,4,2,2,,ターン終了時,か,11,0,戦場の歌姫・マグノリア,自分のターン終了時、自分の兵士・フォロワーすべてを+1/+1する。,自分のターン終了時、自分の兵士・フォロワーすべてを+1/+1する。,,,,,33,33,●,●,0,0,
162,2,4,2,2,,ターン終了時,か,11,0,スパルタクス,自分のターン終了時、兵士・フォロワーをランダムに2枚、自分のデッキから手札に加える。,自分のターン終了時、兵士・フォロワーをランダムに2枚、自分のデッキから手札に加える。,,,,,42,42,,,,,
163,2,4,1,0,,ファンファーレ,か,11,0,闇を纏う暗殺者,ファンファーレ 自分の他のフォロワーすべては潜伏 を持つ。,,ファンファーレ,潜伏,,,29,0,,,,,
164,2,4,3,0,,ファンファーレ,か,11,0,ロイヤルセイバー・オーレリア,ファンファーレ 「相手のフォロワーの数」と同じだけ+1/+0する。相手のフォロワーが3体以上なら、「相手の能力で選択できない」を持つ。,,ファンファーレ,,,,67,0,,,,,
165,2,4,1,-1,,ファンファーレ,か,11,0,アサルトコマンダー,ファンファーレ 自分の兵士・フォロワーすべてを+1/+0する。,,ファンファーレ,,,,31,0,●,,1,1,
166,2,4,2,0,,ファンファーレ,か,11,0,パーシヴァル,ファンファーレ 相手のリーダーに、「自分の場の兵士・フォロワーの数」と同じダメージ。,,ファンファーレ,,,,42,0,,,,,
167,2,4,3,0,,ファンファーレ,か,11,0,紫電の黒豹,ファンファーレ 攻撃力か体力が能力で+されている、進化していない自分の他のフォロワー1体を進化させる。（その進化時能力は働かない）,,ファンファーレ,,,,65,0,,,,,
168,2,4,1,0,,ファンファーレ,か,11,0,巨人殺しの剣士,ファンファーレ 攻撃力6以上の相手のフォロワー1体を破壊する。,,ファンファーレ,,,,31,0,●,,1,,
169,2,4,2,0,,ファンファーレ,か,11,0,ソードウィップメイド,ファンファーレ 自分の場に指揮官・カードがあるなら、相手のフォロワーすべてに1ダメージ。,,ファンファーレ,,,,44,0,,,,,
170,2,4,1,1,,攻撃時,か,11,0,円卓の騎士・ガウェイン,攻撃時 自分の手札の指揮官・カードすべてのコストを-1する。,攻撃時 自分の手札の指揮官・カードすべてのコストを-1する。,攻撃時,,,,30,30,●,●,1,1,
171,2,4,2,2,,攻撃時,か,11,0,銀嶺の秘剣士,攻撃時 フォロワーへ攻撃したなら、ダメージを与え合う前にそのフォロワーを破壊する。,攻撃時 フォロワーへ攻撃したなら、ダメージを与え合う前にそのフォロワーを破壊する。,攻撃時,,,,41,41,,,,,
172,2,4,0,1,,進化時,か,11,0,フローラルフェンサー,,進化時 スティールナイト1体とナイト1体を出す。,進化時,スティールナイト,ナイト,,0,24,,,,,
173,2,4,0,1,,潜伏,か,11,0,歴戦の旅ガエル,,自分のターン終了時、潜伏 を持つ。,潜伏,,,,0,17,,,,,
174,2,4,1,1,,兵士・フォロワーが出るたび,か,11,0,カースドジェネラル,自分の場に兵士・フォロワーが出るたび、それは疾走 を持つ。,自分の場に兵士・フォロワーが出るたび、それは疾走 を持つ。,疾走,,,,29,29,,,,,
175,2,5,2,0,,ファンファーレ,か,11,0,わがままプリンセス,ファンファーレ コスト2のフォロワーをランダムに1枚、自分のデッキから場に出す。,,ファンファーレ,,,,40,0,,,,,
176,2,5,2,0,,ファンファーレ,か,11,0,ポルックス,ファンファーレ 自分の場にロイヤルでないフォロワーがいるなら、進化する。,,ファンファーレ,,,,36,0,,,,,
177,2,5,2,0,,ファンファーレ,か,11,0,アドバンスブレーダー,ファンファーレ 兵士・カードをランダムに2枚、自分のデッキから手札に加える。,,ファンファーレ,,,,38,0,,,,,
178,2,5,2,0,,ファンファーレ,か,11,0,円卓の騎士・トリスタン,ファンファーレ 自分の場に指揮官・フォロワーがいるなら、「@user_name1体を出す」を持つ。,,ファンファーレ,,,@user_name,49,0,,,,,
179,2,5,2,0,,ファンファーレ,か,11,0,ツバキ,ファンファーレ 攻撃力5以上の相手のフォロワー1体を破壊する。,,ファンファーレ,,,,31,0,●,,0,,
180,2,5,2,0,,ファンファーレ,か,11,0,狂槍のケンタウロス,ファンファーレ ランダムな相手のフォロワー1体に1ダメージ。これを4回行う。,,ファンファーレ,,,,38,0,,,,,
181,2,5,2,0,,ファンファーレ,か,11,0,ダークセイバー・メリッサ,ファンファーレ 「自分の他のフォロワーの数」と同じだけ-1/-0する。「相手のフォロワーの数」と同じだけ+0/+1する。,,ファンファーレ,,,,60,0,●,,1,,
182,2,5,3,3,2,ラストワード,か,8,0,バルバロッサ,ラストワード 次の自分のターン開始時、@user_name1枚を手札に加える。相手の場のフォロワーが3体以上なら、そのコストを2にする。,ラストワード 次の自分のターン開始時、@user_name1枚を手札に加える。相手の場のフォロワーが3体以上なら、そのコストを2にする。,ラストワード,,,@user_name,68,68,,,,,
